user_id,gender,age,country,subscription_type,listening_time,songs_played_per_day,skip_rate,device_type,ads_listened_per_week,offline_listening,is_churned
-1.731834314747887,0,1.2824517604969567,1,1,-1.5244342797772974,-0.9535737143679877,-0.5768268345800871,0,1.7666111683812746,-1.7217203925172955,1
-1.7314013020426118,2,-0.3659564303134208,2,0,-0.15555524711784283,0.4173494297159694,0.22970240904641173,2,-0.5099377861913971,0.5808144018889839,0
-1.7309682893373366,1,0.026521710355716717,0,2,0.534835917179969,-0.4262955820280042,-1.4985745415818001,1,-0.5099377861913971,0.5808144018889839,1
-1.7305352766320614,0,-1.2294083397855233,1,3,-1.4054013204156057,-1.6917630996439645,0.05687471398359042,1,-0.5099377861913971,0.5808144018889839,0
-1.7301022639267862,2,-0.6799389428487308,7,0,1.1419040099245967,0.24159005226930821,0.3449208724216256,1,-0.5099377861913971,0.5808144018889839,1
-1.7296692512215113,0,-1.6218864804546607,0,1,0.7729018359033524,-0.5317512084960009,0.9210131892976964,0,0.4447440334681103,-1.7217203925172955,0
-1.729236238516236,0,0.10501733848954421,6,2,1.6061325514351943,-0.2153843290920108,0.4601393357968398,0,-0.5099377861913971,0.5808144018889839,0
-1.728803225810961,0,0.26200859475719923,6,1,0.6657721724778299,0.6282606826519628,-1.0953099197685507,1,-0.1427524709377404,-1.7217203925172955,0
-1.7283702131056857,2,1.3609473886307841,2,3,-1.2387551773092373,0.5579569316732983,-0.05834374939162379,2,-0.5099377861913971,0.5808144018889839,0
-1.7279372004004108,1,0.4974954791586817,2,1,1.4751962961373335,1.542209445374601,0.4601393357968398,1,2.721292988040782,-1.7217203925172955,0
-1.7275041876951356,2,-0.3659564303134208,2,1,-0.8102365236071472,-0.2153843290920108,-1.0953099197685507,2,2.2072335466856625,-1.7217203925172955,0
-1.7270711749898604,2,-1.0724170835178684,1,1,-0.48884753333057956,-0.9184218388786555,1.497105506173767,0,2.3541076727871255,-1.7217203925172955,1
-1.7266381622845852,0,-0.051973917778110786,4,0,-1.5482408716496356,1.260994441459943,-1.0953099197685507,0,-0.5099377861913971,0.5808144018889839,0
-1.72620514957931,0,1.2039561323631292,7,2,-1.2982716569900832,-0.10992870262401411,1.7275424329241948,2,-0.5099377861913971,0.5808144018889839,0
-1.725772136874035,2,-0.051973917778110786,4,0,-0.47694423739441044,-1.30509246926131,0.8057947259224821,2,-0.5099377861913971,0.5808144018889839,1
-1.72533912416876,1,-0.9939214553840408,3,3,0.9038380912012133,-0.8832699633893232,-0.2311714444544448,0,-0.5099377861913971,0.5808144018889839,0
-1.7249061114634847,0,-0.13046954591193827,2,3,0.320576590328924,1.5070575698852686,-0.4039991395172659,1,-0.5099377861913971,0.5808144018889839,0
-1.7244730987582095,1,1.5964342730322667,7,0,-0.4055244617773954,-1.4808518467079712,0.6329670308596608,0,-0.5099377861913971,0.5808144018889839,0
-1.7240400860529346,0,-0.2874608021795933,2,0,0.0706073756693714,-0.6372068349639975,0.2873116407340185,1,-0.5099377861913971,0.5808144018889839,0
